cityname,provincename,countryname
Cuenca,Azuay,Ecuador
Santa Cruz,Galápagos,Ecuador
Quito,Pichincha,Ecuador
Guayaquil,Guayas,Ecuador
Shibin el Kom,Al Minufiyah,Egypt
Benha,Al Qalyubiyah,Egypt
Zagazig,Ash Sharqiyah,Egypt
Kafr el Sheikh,Kafr ash Shaykh,Egypt
Tanta,Al Gharbiyah,Egypt
Ismailia,Al Isma`iliyah,Egypt
El Mansura,Ad Daqahliyah,Egypt
Dumyat,Dumyat,Egypt
Matruh,Matruh,Egypt
El Alamein,Matruh,Egypt
El Daba,Matruh,Egypt
Salum,Matruh,Egypt
Damanhur,Al Buhayrah,Egypt
Samalut,Al Minya,Egypt
Mallawi,Al Minya,Egypt
Beni Mazar,Al Minya,Egypt
Beni Suef,Bani Suwayf,Egypt
Rashid,Kafr ash Shaykh,Egypt
Qasr Farafra,Al Wadi at Jadid,Egypt
El Qasr,Al Wadi at Jadid,Egypt
Isna,Qina,Egypt
Qena,Qina,Egypt
Girga,Suhaj,Egypt
Sohag,Suhaj,Egypt
Berenice,Al Bahr al Ahmar,Egypt
Bur Safaga,Al Bahr al Ahmar,Egypt
El Tur,Janub Sina',Egypt
El Arish,Shamal Sina',Egypt
El Giza,Al Jizah,Egypt
Siwa,Matruh,Egypt
El Minya,Al Minya,Egypt
Kom Ombo,Aswan,Egypt
El Kharga,Al Wadi at Jadid,Egypt
Hurghada,Al Bahr al Ahmar,Egypt
Suez,As Suways,Egypt
Bur Said,Bur Sa`id,Egypt
El Faiyum,Al Fayyum,Egypt
Aswan,Aswan,Egypt
Asyut,Asyut,Egypt
Luxor,Qina,Egypt
Alexandria,Al Iskandariyah,Egypt
Cairo,Al Qahirah,Egypt
Ahuachapan,Ahuachapán,El Salvador
Cojutepeque,Cuscatlán,El Salvador
Nueva San Salvador,La Libertad,El Salvador
Zacatecoluca,La Paz,El Salvador
La Union,La Unión,El Salvador
San Francisco Gotera,Morazán,El Salvador
San Vicente,San Vicente,El Salvador
Usulutan,Usulután,El Salvador
Chalatenango,Chalatenango,El Salvador
Sensuntepeque,Cabañas,El Salvador
Sonsonate,Sonsonate,El Salvador
San Miguel,San Miguel,El Salvador
Santa Ana,Santa Ana,El Salvador
San Salvador,San Salvador,El Salvador
Evinayong,Centro Sur,Equatorial Guinea
Luba,Bioko Sur,Equatorial Guinea
Calatrava,Litoral,Equatorial Guinea
Mongomo,Wele-Nzás,Equatorial Guinea
Bata,Litoral,Equatorial Guinea
Malabo,Bioko Norte,Equatorial Guinea
Tessenei,Gash Barka,Eritrea
Agordat,Gash Barka,Eritrea
Massawa,Debub,Eritrea
Keren,Semenawi Keyih Bahri,Eritrea
Adi Ugri,Maekel,Eritrea
Assab,Debubawi Keyih Bahri,Eritrea
Asmara,Anseba,Eritrea
Haapsalu,Lääne,Estonia
Viljandi,Viljandi,Estonia
Kohtla-Jarve,Ida-Viru,Estonia
Narva,Ida-Viru,Estonia
Tartu,Tartu,Estonia
Parnu,Pärnu,Estonia
Tallinn,Harju,Estonia
Awasa,"Southern Nations, Nationalities and Peoples",Ethiopia
Gore,Addis Ababa,Ethiopia
Debre Birhan,Amhara,Ethiopia
Bati,Amhara,Ethiopia
Adigrat,Tigray,Ethiopia
Aksum,Tigray,Ethiopia
Yirga Alem,"Southern Nations, Nationalities and Peoples",Ethiopia
Hosaina,"Southern Nations, Nationalities and Peoples",Ethiopia
Dila,"Southern Nations, Nationalities and Peoples",Ethiopia
Giyon,Addis Ababa,Ethiopia
Hagere Hiywet,Addis Ababa,Ethiopia
Nekemte,Addis Ababa,Ethiopia
Asela,Addis Ababa,Ethiopia
Shashemene,Addis Ababa,Ethiopia
Dembi Dolo,Addis Ababa,Ethiopia
Gimbi,Addis Ababa,Ethiopia
Asosa,Benshangul-Gumaz,Ethiopia
Jijiga,Somali,Ethiopia
Debre Markos,Amhara,Ethiopia
Dese,Amhara,Ethiopia
Sodo,"Southern Nations, Nationalities and Peoples",Ethiopia
Arba Minch,"Southern Nations, Nationalities and Peoples",Ethiopia
Harar,Harari,Ethiopia
Goba,Addis Ababa,Ethiopia
Jima,Addis Ababa,Ethiopia
Nazret,Addis Ababa,Ethiopia
Nagele,Addis Ababa,Ethiopia
Gode,Somali,Ethiopia
Dolo Bay,Somali,Ethiopia
Bahir Dar,Amhara,Ethiopia
Mekele,Tigray,Ethiopia
Dire Dawa,Dire Dawa,Ethiopia
Gonder,Amhara,Ethiopia
Addis Ababa,Addis Ababa,Ethiopia
Klaksvik,Eysturoyar,Faroe Islands
Torshavn,Eysturoyar,Faroe Islands
Nandi,Western,Fiji
Lautoka,Western,Fiji
Labasa,Western,Fiji
Suva,Central,Fiji
Hameenlinna,Tavastia Proper,Finland
Kouvola,Southern Finland,Finland
Mikkeli,Southern Savonia,Finland
Savonlinna,Southern Savonia,Finland
Pori,Satakunta,Finland
Sodankyla,Lapland,Finland
Jyvaskyla,Central Finland,Finland
Kuopio,Eastern Finland,Finland
Lappeenranta,South Karelia,Finland
Porvoo,Eastern Uusimaa,Finland
Kemijarvi,Lapland,Finland
Kokkola,Western Finland,Finland
Lahti,Päijänne Tavastia,Finland
Joensuu,North Karelia,Finland
Turku,Finland Proper,Finland
Kemi,Lapland,Finland
Oulu,Northern Ostrobothnia,Finland
Rovaniemi,Lapland,Finland
Vaasa,Western Finland,Finland
Tampere,Pirkanmaa,Finland
Helsinki,Southern Finland,Finland
Annecy,Rhône-Alpes,France
Roanne,Rhône-Alpes,France
Roura,Guinaa,France
Sinnamary,Guinaa,France
St.-Brieuc,Bretagne,France
Poitier,Poitou-Charentes,France
Angers,Pays de la Loire,France
Biarritz,Aquitaine,France
Aix-en-Provence,Provence-Alpes-Côte-d'Azur,France
Perpignan,Languedoc-Roussillon,France
Tarbes,Midi-Pyrénées,France
Clermont-Ferrand,Auvergne,France
Melun,Île-de-France,France
Arras,Nord-Pas-de-Calais,France
Besancon,Franche-Comté,France
Saint-Georges,Amapá,France
Saint-Etienne,Rhône-Alpes,France
Grenoble,Rhône-Alpes,France
Fort-de-France,Martinique,France
Saint-Laurent-du-Maroni,Guinaa,France
Iracoubo,Guinaa,France
Cherbourg,Basse-Normandie,France
Caen,Basse-Normandie,France
Lorient,Bretagne,France
Brest,Bretagne,France
Le Mans,Pays de la Loire,France
Nantes,Pays de la Loire,France
Agen,Aquitaine,France
Ajaccio,Corse,France
Bastia,Corse,France
Toulon,Provence-Alpes-Côte-d'Azur,France
Beziers,Languedoc-Roussillon,France
Montpellier,Languedoc-Roussillon,France
Nimes,Languedoc-Roussillon,France
Vichy,Auvergne,France
Nevers,Bourgogne,France
Auxerre,Bourgogne,France
Dijon,Bourgogne,France
Bourges,Centre,France
Tours,Centre,France
Orleans,Centre,France
Dieppe,Haute-Normandie,France
Rouen,Haute-Normandie,France
Versailles,Île-de-France,France
Brive,Limousin,France
Troyes,Champagne-Ardenne,France
Reims,Champagne-Ardenne,France
Calais,Nord-Pas-de-Calais,France
Amiens,Picardie,France
Mulhouse,Alsace,France
Nancy,Lorraine,France
Metz,Lorraine,France
Pointe-a-Pitre,Guadeloupe,France
Basse-terre,Guadeloupe,France
St.-Benoit,La Réunion,France
Dzaoudzi,Moyotte,France
Rennes,Bretagne,France
Nice,Provence-Alpes-Côte-d'Azur,France
Toulouse,Midi-Pyrénées,France
Limoges,Limousin,France
Lille,Nord-Pas-de-Calais,France
Strasbourg,Alsace,France
Kourou,Guinaa,France
La Rochelle,Poitou-Charentes,France
Bordeaux,Aquitaine,France
Marseille,Provence-Alpes-Côte-d'Azur,France
Le Havre,Haute-Normandie,France
St.-Denis,La Réunion,France
Lyon,Rhône-Alpes,France
Cayenne,Guinaa,France
Paris,Île-de-France,France
Ebebiyin,Wouleu-Ntem,Gabon
Tchibanga,Nyanga,Gabon
Mekambo,Ogooué-Ivindo,Gabon
Makokou,Ogooué-Ivindo,Gabon
Mitzik,Wouleu-Ntem,Gabon
Bitam,Wouleu-Ntem,Gabon
Lambarene,Moyen-Ogooué,Gabon
Bifoum,Moyen-Ogooué,Gabon
Ndende,Ngounié,Gabon
Mouila,Ngounié,Gabon
Omboue,Ogooué-Maritime,Gabon
Moanda,Haut-Ogooué,Gabon
Okandja,Haut-Ogooué,Gabon
Koulamoutou,Ogooué-Lolo,Gabon
Oyem,Wouleu-Ntem,Gabon
Mayumba,Nyanga,Gabon
Gamba,Ogooué-Maritime,Gabon
Franceville,Haut-Ogooué,Gabon
Libreville,Estuaire,Gabon
Port-Gentil,Ogooué-Maritime,Gabon
Kutaisi,Imereti,Georgia
Tskhinvali,Shida Kartli,Georgia
Poti,Samegrelo-Zemo Svaneti,Georgia
Rustavi,Kvemo Kartli,Georgia
Batumi,Ajaria,Georgia
Sukhumi,Abkhazia,Georgia
Tbilisi,Tbilisi,Georgia
Mainz,Rheinland-Pfalz,Germany
Schwerin,Mecklenburg-Vorpommern,Germany
Bielefeld,Nordrhein-Westfalen,Germany
Dortmund,Nordrhein-Westfalen,Germany
Duisburg,Nordrhein-Westfalen,Germany
Wuppertal,Nordrhein-Westfalen,Germany
Essen,Nordrhein-Westfalen,Germany
Karlsruhe,Baden-Württemberg,Germany
Heidelberg,Baden-Württemberg,Germany
Kassel,Hessen,Germany
Oldenburg,Niedersachsen,Germany
Emden,Niedersachsen,Germany
Braunschweig,Niedersachsen,Germany
Erfurt,Thüringen,Germany
Coburg,Bayern,Germany
Augsburg,Bayern,Germany
Furth,Bayern,Germany
Chemnitz,Sachsen,Germany
Bonn,Nordrhein-Westfalen,Germany
Munster,Nordrhein-Westfalen,Germany
Dusseldorf,Nordrhein-Westfalen,Germany
Ulm,Baden-Württemberg,Germany
Mannheim,Baden-Württemberg,Germany
Freiburg,Baden-Württemberg,Germany
Giessen,Hessen,Germany
Wiesbaden,Hessen,Germany
Bremerhaven,Bremen,Germany
Osnabruck,Niedersachsen,Germany
Hannover,Niedersachsen,Germany
Gottingen,Niedersachsen,Germany
Gera,Thüringen,Germany
Jena,Thüringen,Germany
Flensburg,Schleswig-Holstein,Germany
Lubeck,Schleswig-Holstein,Germany
Kiel,Schleswig-Holstein,Germany
Koblenz,Rheinland-Pfalz,Germany
Saarbrucken,Saarland,Germany
Regensburg,Bayern,Germany
Rosenheim,Bayern,Germany
Hof,Bayern,Germany
Wurzburg,Bayern,Germany
Ingolstadt,Bayern,Germany
Cottbus,Brandenburg,Germany
Potsdam,Brandenburg,Germany
Magdeburg,Sachsen-Anhalt,Germany
Leipzig,Sachsen,Germany
Stralsund,Mecklenburg-Vorpommern,Germany
Rostock,Mecklenburg-Vorpommern,Germany
Stuttgart,Baden-Württemberg,Germany
Bremen,Bremen,Germany
Nurnberg,Bayern,Germany
Cologne,Nordrhein-Westfalen,Germany
Dresden,Sachsen,Germany
Frankfurt,Hessen,Germany
Hamburg,Hamburg,Germany
Munich,Bayern,Germany
Berlin,Berlin,Germany
Sunyani,Brong Ahafo,Ghana
Tamale,Northern,Ghana
Yendi,Northern,Ghana
Bolgatanga,Upper East,Ghana
Bawku,Upper East,Ghana
Wa,Upper West,Ghana
Obuasi,Ashanti,Ghana
Berekum,Brong Ahafo,Ghana
Winneba,Central,Ghana
Cape Coast,Central,Ghana
Nkawkaw,Eastern,Ghana
Koforidua,Eastern,Ghana
Tema,Greater Accra,Ghana
Ho,Volta,Ghana
Kumasi,Ashanti,Ghana
Sekondi,Western,Ghana
Accra,Greater Accra,Ghana
Gibraltar,Gibraltar,Gibraltar
Lamia,Stereá Elláda,Greece
Polygyros,Kentriki Makedonia,Greece
Komatini,Anatoliki Makedonia kai Thraki,Greece
Piraievs,Attiki,Greece
Volos,Thessalia,Greece
Hania,Kriti,Greece
Kavala,Anatoliki Makedonia kai Thraki,Greece
Alexandroupoli,Anatoliki Makedonia kai Thraki,Greece
Kerkira,Ionioi Nisoi,Greece
Tripoli,Peloponnisos,Greece
Sparti,Peloponnisos,Greece
Agrinio,Dytiki Ellada,Greece
Pirgos,Dytiki Ellada,Greece
Larissa,Thessalia,Greece
Ioanina,Ipeiros,Greece
Mitilini,Voreio Aigaio,Greece
Hios,Voreio Aigaio,Greece
Chalkida,Stereá Elláda,Greece
Sitia,Kriti,Greece
Katerini,Kentriki Makedonia,Greece
Seres,Kentriki Makedonia,Greece
Xanthi,Anatoliki Makedonia kai Thraki,Greece
Ermoupoli,Notio Aigaio,Greece
Kos,Notio Aigaio,Greece
Rodos,Notio Aigaio,Greece
Patra,Dytiki Ellada,Greece
Kalamata,Peloponnisos,Greece
Iraklio,Kriti,Greece
Thessaloniki,Kentriki Makedonia,Greece
Athens,Attiki,Greece
Qasigiannguit,Qaasuitsup Kommunia,Greenland
Kulusuk,Kommuneqarfik Sermersooq,Greenland
Paamiut,Kommuneqarfik Sermersooq,Greenland
Ittoqqortoormiit,Kommuneqarfik Sermersooq,Greenland
Timmiarmiut,Kommune Kujalleq,Greenland
Qaqortoq,Kommune Kujalleq,Greenland
Kangerlussuaq,Qeqqata Kommunia,Greenland
Nord,Nationalparken,Greenland
Qeqertasuaq,Qaasuitsup Kommunia,Greenland
Nuussuaq,Qaasuitsup Kommunia,Greenland
Ilulissat,Qaasuitsup Kommunia,Greenland
Narsarsuaq,Kommune Kujalleq,Greenland
Sisimiut,Qeqqata Kommunia,Greenland
Upernavik,Qaasuitsup Kommunia,Greenland
Qaanaaq,Qaasuitsup Kommunia,Greenland
Nuuk,Kommuneqarfik Sermersooq,Greenland
Salama,Baja Verapaz,Guatemala
Retalhuleu,Retalhuleu,Guatemala
San Marcos,San Marcos,Guatemala
Chimaltenango,Chimaltenango,Guatemala
Antigua Guatemala,Sacatepéquez,Guatemala
Solola,Sololá,Guatemala
Totonicapan,Totonicapán,Guatemala
El Progreso,El Progreso,Guatemala
Cuilapa,Santa Rosa,Guatemala
Chiquimula,Chiquimula,Guatemala
Jalapa,Jalapa,Guatemala
Zacapa,Zacapa,Guatemala
Santa Cruz Del Quiche,Quiché,Guatemala
San Luis,Petén,Guatemala
Coban,Alta Verapaz,Guatemala
Livingston,Izabal,Guatemala
Jutiapa,Jutiapa,Guatemala
Huehuetenango,Huehuetenango,Guatemala
Flores,Petén,Guatemala
La Libertad,Petén,Guatemala
San Jose,Escuintla,Guatemala
Escuintla,Escuintla,Guatemala
Mazatenango,Suchitepéquez,Guatemala
Puerto Barrios,Izabal,Guatemala
Quetzaltenango,Quezaltenango,Guatemala
Guatemala,Guatemala,Guatemala
Mali,Labe,Guinea
Tongue,Labe,Guinea
Kouroussa,Kankan,Guinea
Pita,Mamou,Guinea
Dalaba,Mamou,Guinea
Boffa,Boke,Guinea
Koundara,Boke,Guinea
Gaoual,Boke,Guinea
Telimele,Kindia,Guinea
Forecariah,Kindia,Guinea
Beyla,Nzerekore,Guinea
Gueckedou,Nzerekore,Guinea
Dinguiraye,Faranah,Guinea
Dabola,Faranah,Guinea
Kerouane,Kankan,Guinea
Siguiri,Kankan,Guinea
Mamou,Mamou,Guinea
Kamsar,Boke,Guinea
Fria,Boke,Guinea
Macenta,Nzerekore,Guinea
Yomou,Nzerekore,Guinea
Faranah,Faranah,Guinea
Kissidougou,Faranah,Guinea
Labe,Labe,Guinea
Boke,Boke,Guinea
Kindia,Kindia,Guinea
Kankan,Kankan,Guinea
Nzerekore,Nzerekore,Guinea
Conakry,Conakry,Guinea
Cacheu,Cacheu,Guinea Bissau
Farim,Oio,Guinea Bissau
Fulacunda,Quinara,Guinea Bissau
Gabu,Gabú,Guinea Bissau
Catio,Tombali,Guinea Bissau
Bolama,Bolama,Guinea Bissau
Bafata,Bafatá,Guinea Bissau
Bissau,Bissau,Guinea Bissau
Corriverton,Mahaica-Berbice,Guyana
Ituni,Upper Takutu-Upper Essequibo,Guyana
Lethem,Upper Demerara-Berbice,Guyana
Kumaka,Upper Demerara-Berbice,Guyana
Bartica,Pomeroon-Supenaam,Guyana
Anna Regina,Cuyuni-Mazaruni,Guyana
Linden,Upper Takutu-Upper Essequibo,Guyana
Mabaruma,Barima-Waini,Guyana
New Amsterdam,Essequibo Islands-West Demerara,Guyana
Georgetown,East Berbice-Corentyne,Guyana
Jeremie,Grand'Anse,Haiti
Port-De-Paix,Nord-Ouest,Haiti
Hinche,Centre,Haiti
Fort-Liberte,Nord-Est,Haiti
Jacmel,Sud-Est,Haiti
Les Cayes,Sud,Haiti
Gonaives,L'Artibonite,Haiti
Cap-Haitien,Nord,Haiti
Port-au-Prince,Ouest,Haiti
Yoro,Yoro,Honduras
La Esperanza,Intibucá,Honduras
La Paz,La Paz,Honduras
Santa Barbara,Santa Bárbara,Honduras
Gracias,Lempira,Honduras
Nueva Ocotepeque,Ocotepeque,Honduras
Yuscaran,El Paraíso,Honduras
Roatan,Islas de la Bahía,Honduras
Nacaome,Valle,Honduras
Santa Rosa de Copan,Copán,Honduras
Trujillo,Colón,Honduras
Brus Laguna,Gracias a Dios,Honduras
Puerto Lempira,Gracias a Dios,Honduras
Juticalpa,Olancho,Honduras
Comayagua,Comayagua,Honduras
Choluteca,Choluteca,Honduras
La Ceiba,Atlántida,Honduras
San Pedro Sula,Cortés,Honduras
Tegucigalpa,Francisco Morazán,Honduras
Veszprem,Veszprém,Hungary
Zalaegerszeg,Zala,Hungary
Tatabanya,Komárom-Esztergom,Hungary
Szekszard,Tolna,Hungary
Salgotarjan,Nógrád,Hungary
Bekescsaba,Békés,Hungary
Eger,Heves,Hungary
Szombathely,Vas,Hungary
Kecskemet,Bács-Kiskun,Hungary
Szekesfehervar,Fejér,Hungary
Nyiregyhaza,Szabolcs-Szatmár-Bereg,Hungary
Pecs,Baranya,Hungary
Gyor,Gyor-Moson-Sopron,Hungary
Kaposvar,Somogy,Hungary
Vac,Pest,Hungary
Miskolc,Borsod-Abaúj-Zemplén,Hungary
Szeged,Csongrád,Hungary
Debrecen,Hajdú-Bihar,Hungary
Szolnok,Jász-Nagykun-Szolnok,Hungary
Budapest,Budapest,Hungary
Borgarnes,Vesturland,Iceland
Egilsstadir,Austur-Hérað,Iceland
Saudarkrokur,Akrahreppur,Iceland
Selfoss,Biskupstungnahreppur,Iceland
Hofn,Sveitarfélagið Hornafjörður,Iceland
Isafjordur,Vestfirðir,Iceland
Akureyi,Akureyri,Iceland
Keflavik,Suðurnes,Iceland
Reykjavik,Suðurnes,Iceland
Panaji,Goa,India
Simla,Himachal Pradesh,India
Gurgaon,Haryana,India
Sonipat,Haryana,India
Rohtak,Haryana,India
Hisar,Haryana,India
Bhiwani,Haryana,India
Ambala,Haryana,India
Sopur,Jammu and Kashmir,India
Silvassa,Dadra and Nagar Haveli,India
Kalyan,Maharashtra,India
Bhusawal,Maharashtra,India
Jorhat,Assam,India
Hoshiarpur,Punjab,India
Ajmer,Rajasthan,India
Hathras,Uttar Pradesh,India
Sitapur,Uttar Pradesh,India
Pilibhit,Uttar Pradesh,India
Budaun,Uttar Pradesh,India
Firozabad,Uttar Pradesh,India
Mathura,Uttar Pradesh,India
Bulandshahr,Uttar Pradesh,India
Hapur,Uttar Pradesh,India
Muzaffarnagar,Uttar Pradesh,India
Gangtok,Sikkim,India
Diu,Dadra and Nagar Haveli,India
Pathankot,Himachal Pradesh,India
Sirsa,Haryana,India
Panipat,Haryana,India
Karnal,Haryana,India
Baramula,Jammu and Kashmir,India
Proddatur,Andhra Pradesh,India
Nandyal,Andhra Pradesh,India
Hindupur,Andhra Pradesh,India
Tirupati,Andhra Pradesh,India
Ongole,Andhra Pradesh,India
Vizianagaram,Andhra Pradesh,India
Rajahmundry,Andhra Pradesh,India
Machilipatnam,Andhra Pradesh,India
Khammam,Andhra Pradesh,India
Chirala,Andhra Pradesh,India
Karimnagar,Andhra Pradesh,India
Nizamabad,Andhra Pradesh,India
Kollam,Kerala,India
Alappuzha,Kerala,India
Puri,Orissa,India
Sambalpur,Orissa,India
Raurkela,Orissa,India
Kavaratti,Lakshadweep,India
Mandya,Karnataka,India
Kolar,Karnataka,India
Shimoga,Karnataka,India
Raichur,Karnataka,India
Hospet,Karnataka,India
Bidar,Karnataka,India
Sangli,Maharashtra,India
Parbhani,Maharashtra,India
Malegaon,Maharashtra,India
Port Blair,Andaman and Nicobar,India
Tezpur,Assam,India
Silchar,Assam,India
Kohima,Nagaland,India
Shillong,Meghalaya,India
Abohar,Punjab,India
Patiala,Punjab,India
Bhilwara,Rajasthan,India
Pali,Rajasthan,India
Tonk,Rajasthan,India
Sikar,Rajasthan,India
Bikaner,Rajasthan,India
Bharatpur,Rajasthan,India
Alwar,Rajasthan,India
Fatehpur,Uttar Pradesh,India
Faizabad,Uttar Pradesh,India
Bahraich,Uttar Pradesh,India
Mirzapur,Uttar Pradesh,India
Jhansi,Uttar Pradesh,India
Shahjahanpur,Uttar Pradesh,India
Rampur,Uttar Pradesh,India
Bareilly,Uttar Pradesh,India
Etawah,Uttar Pradesh,India
Dehra Dun,Uttaranchal,India
Haora,West Bengal,India
Alipur Duar,West Bengal,India
Haldia,West Bengal,India
Bhatpara,West Bengal,India
Medinipur,West Bengal,India
Siliguri,West Bengal,India
Purnia,Bihar,India
Muzaffarpur,Bihar,India
Aurangabad,Bihar,India
Bilaspur,Chhattisgarh,India
Burhanpur,Madhya Pradesh,India
Ujjain,Madhya Pradesh,India
Ratlam,Madhya Pradesh,India
Sagar,Madhya Pradesh,India
Vellore,Tamil Nadu,India
Tiruvannamalai,Tamil Nadu,India
Rajapalaiyam,Tamil Nadu,India
Cuddalore,Tamil Nadu,India
Karur,Tamil Nadu,India
Kanchipuram,Tamil Nadu,India
Tirunelveli,Tamil Nadu,India
Nagercoil,Tamil Nadu,India
Thanjavur,Tamil Nadu,India
Kumbakonam,Tamil Nadu,India
Valparai,Tamil Nadu,India
Tiruppur,Tamil Nadu,India
Daman,Dadra and Nagar Haveli,India
Navsari,Dadra and Nagar Haveli,India
Bhuj,Dadra and Nagar Haveli,India
Bhavnagar,Dadra and Nagar Haveli,India
Gandhinagar,Dadra and Nagar Haveli,India
Itanagar,Arunachal Pradesh,India
Aizawl,Mizoram,India
Agartala,Tripura,India
Kakinada,Andhra Pradesh,India
Warangal,Andhra Pradesh,India
Brahmapur,Orissa,India
Bijapur,Karnataka,India
Bhiwandi,Maharashtra,India
Latur,Maharashtra,India
Ahmednagar,Maharashtra,India
Chandrapur,Maharashtra,India
Amravati,Maharashtra,India
Dhule,Maharashtra,India
Dibrugarh,Assam,India
Imphal,Manipur,India
Udaipur,Rajasthan,India
Gorakhpur,Uttar Pradesh,India
Barddhaman,West Bengal,India
Krishnanagar,West Bengal,India
Gaya,Bihar,India
Porbandar,Dadra and Nagar Haveli,India
Nellore,Andhra Pradesh,India
Kurnool,Andhra Pradesh,India
Guntur,Andhra Pradesh,India
Tumkur,Karnataka,India
Davangere,Karnataka,India
Bellary,Karnataka,India
Belgaum,Karnataka,India
Tuticorin,Tamil Nadu,India
Dindigul,Tamil Nadu,India
Chandigarh,Chandigarh,India
Jammu,Jammu and Kashmir,India
Sholapur,Maharashtra,India
Aurangabad,Maharashtra,India
Nasik,Maharashtra,India
Dispur,Assam,India
Jullundur,Punjab,India
Allahabad,Uttar Pradesh,India
Moradabad,Uttar Pradesh,India
Ghaziabad,Uttar Pradesh,India
Agra,Uttar Pradesh,India
Aligarh,Uttar Pradesh,India
Meerut,Uttar Pradesh,India
Dhanbad,Jharkhand,India
Gwalior,Madhya Pradesh,India
Vadodara,Dadra and Nagar Haveli,India
Rajkot,Dadra and Nagar Haveli,India
Faridabad,Haryana,India
Srinagar,Jammu and Kashmir,India
Vijayawada,Andhra Pradesh,India
Thiruvananthapuram,Kerala,India
Kochi,Kerala,India
Cuttack,Orissa,India
Hubli,Karnataka,India
Mangalore,Karnataka,India
Mysore,Karnataka,India
Gulbarga,Karnataka,India
Kolhapur,Maharashtra,India
Nanded,Maharashtra,India
Akola,Maharashtra,India
Guwahati,Assam,India
Ludhiana,Punjab,India
Kota,Rajasthan,India
Jodhpur,Rajasthan,India
Lucknow,Uttar Pradesh,India
Saharanpur,Uttar Pradesh,India
Ranchi,Jharkhand,India
Bhagalpur,Bihar,India
Raipur,Chhattisgarh,India
Jabalpur,Madhya Pradesh,India
Indore,Madhya Pradesh,India
Pondicherry,Puducherry,India
Salem,Tamil Nadu,India
Tiruchirappalli,Tamil Nadu,India
Kozhikode,Kerala,India
Bhubaneshwar,Orissa,India
Jamshedpur,Jharkhand,India
Vishakhapatnam,Andhra Pradesh,India
Amritsar,Punjab,India
Varanasi,Uttar Pradesh,India
Asansol,West Bengal,India
Bhilai,Chhattisgarh,India
Bhopal,Madhya Pradesh,India
Madurai,Tamil Nadu,India
Coimbatore,Tamil Nadu,India
Delhi,Delhi,India
Hyderabad,Andhra Pradesh,India
Pune,Maharashtra,India
Nagpur,Maharashtra,India
Jaipur,Rajasthan,India
Kanpur,Uttar Pradesh,India
Patna,Bihar,India
Chennai,Tamil Nadu,India
Ahmedabad,Dadra and Nagar Haveli,India
Surat,Dadra and Nagar Haveli,India
New Delhi,Delhi,India
Bangalore,Karnataka,India
Mumbai,Maharashtra,India
Kolkata,West Bengal,India
Binjai,Sumatera Utara,Indonesia
Padangsidempuan,Sumatera Utara,Indonesia
Tarutung,Sumatera Utara,Indonesia
Tebingtinggi,Sumatera Utara,Indonesia
Tidore,Maluku Utara,Indonesia
Bukittinggi,Sumatera Barat,Indonesia
Sawahlunto,Sumatera Barat,Indonesia
Padangpanjang,Sumatera Barat,Indonesia
Amahai,Maluku,Indonesia
Mataram,Nusa Tenggara Barat,Indonesia
Praya,Nusa Tenggara Barat,Indonesia
Baubau,Sulawesi Tenggara,Indonesia
Luwuk,Sulawesi Tengah,Indonesia
Poso,Sulawesi Tengah,Indonesia
